"","Var1","Var2","value"
"2","SGP","SWE",0.0272930450046256
"3","PRT","SWE",0.00450890722431285
"4","NZL","SWE",0.0278444357817307
"5","NOR","SWE",0.0303787854396224
"6","NLD","SWE",0.00359836056809359
"7","JPN","SWE",0.0890715922355816
"8","ITA","SWE",0.0068985261683352
"9","ISR","SWE",0.0661629962696038
"10","IRL","SWE",0.0325135662358029
"11","HKG","SWE",0.0726710972321921
"12","GBR","SWE",0.0158292613165476
"13","FRA","SWE",0.00566772300324825
"14","FIN","SWE",0.00550457699347226
"15","ESP","SWE",0.0175445410981364
"16","DNK","SWE",0.00604656659423364
"17","DEU","SWE",0.0108098578352633
"18","CHE","SWE",0.0285957397269349
"19","CAN","SWE",0.0131204829608415
"20","BEL","SWE",0.00189989025102311
"21","AUT","SWE",0.00431401960748889
"22","AUS","SWE",0.0209142144873721
"23","ZAF","SWE",0.0422830364039902
"24","TUR","SWE",0.064748097090587
"25","THA","SWE",0.0152337698828715
"26","SAU","SWE",0.0245183102278866
"27","RUS","SWE",0.162407994001119
"28","POL","SWE",0.0460434798462684
"29","PHL","SWE",0.0347613906324816
"30","PER","SWE",0.0156658226262676
"31","PAK","SWE",0.00893856249045373
"32","MYS","SWE",0.0178721515650551
"33","MEX","SWE",0.0514539036823607
"34","KWT","SWE",0.0718441416964652
"35","KOR","SWE",0.0195119798878017
"36","IND","SWE",0.0283234389888535
"37","IDN","SWE",0.0525665927348982
"38","HUN","SWE",0.0633879464399143
"39","EGY","SWE",0.100839948692854
"40","CZE","SWE",0.0655208608002905
"41","COL","SWE",0.0246570354490286
"42","CHN","SWE",0.0720207258364121
"43","CHL","SWE",0.033549380519828
"44","BRA","SWE",0.0499501268984748
"45","ARG","SWE",0.139453773938805
"46","ISL","SWE",0.0195221235169211
"47","KAZ","SWE",0.144625001952954
"48","ROU","SWE",0.153049932208951
"49","SVN","SWE",0.0255399938820492
"50","BHR","SWE",0.0101105007064361
"51","JOR","SWE",0.0199087498477005
"52","OMN","SWE",0.035500378570393
"53","KEN","SWE",0.0281910693993089
"54","NGA","SWE",0.108184600176271
"55","MUS","SWE",0.0119928641406349
"56","MAR","SWE",0.00652394654426125
"57","TUN","SWE",0.0197144952321618
"58","BGD","SWE",0.0458297516942728
"59","LKA","SWE",0.0223535612596382
"60","VNM","SWE",0.0311444696144159
"61","JAM","SWE",0.0574233279549783
"62","PAN","SWE",0.0375685250735825
"63","TTO","SWE",0.0626122221275186
"64","BWA","SWE",0.0126967758506541
"65","ZWE","SWE",0.151823565635308
"66","LBN","SWE",0.0664278042313383
"67","SWE","SGP",0.0272930450046256
"69","PRT","SGP",0.0298390668446845
"70","NZL","SGP",0.0543710462769016
"71","NOR","SGP",0.0552035171679313
"72","NLD","SGP",0.0294974161950367
"73","JPN","SGP",0.0703013175013316
"74","ITA","SGP",0.0234085714278355
"75","ISR","SGP",0.0391919148643033
"76","IRL","SGP",0.0591764398474089
"77","HKG","SGP",0.0491612477224427
"78","GBR","SGP",0.0148192568449207
"79","FRA","SGP",0.0221912059765867
"80","FIN","SGP",0.0324596955910365
"81","ESP","SGP",0.044837586102762
"82","DNK","SGP",0.0333396115988592
"83","DEU","SGP",0.0164831871693623
"84","CHE","SGP",0.0225142385978947
"85","CAN","SGP",0.0327779004734934
"86","BEL","SGP",0.0272397719389738
"87","AUT","SGP",0.0277917111894842
"88","AUS","SGP",0.0385734446688719
"89","ZAF","SGP",0.0639978328025286
"90","TUR","SGP",0.0864628934891254
"91","THA","SGP",0.0261518647650456
"92","SAU","SGP",0.0408307479437337
"93","RUS","SGP",0.178095374870971
"94","POL","SGP",0.0591259407789375
"95","PHL","SGP",0.010710898820894
"96","PER","SGP",0.0185949439721323
"97","PAK","SGP",0.0213860407810347
"98","MYS","SGP",0.0317506935732635
"99","MEX","SGP",0.0297391072838222
"100","KWT","SGP",0.0935589380950037
"101","KOR","SGP",0.0393706723186166
"102","IND","SGP",0.0476165752361232
"103","IDN","SGP",0.0747449284251054
"104","HUN","SGP",0.0906809914445399
"105","EGY","SGP",0.0735469036882282
"106","CZE","SGP",0.0899871852815276
"107","COL","SGP",0.0302888569173271
"108","CHN","SGP",0.0863057848435508
"109","CHL","SGP",0.041037237604075
"110","BRA","SGP",0.0555819483667732
"111","ARG","SGP",0.123832816891542
"112","ISL","SGP",0.0352104808610862
"113","KAZ","SGP",0.157544227270612
"114","ROU","SGP",0.166431518511105
"115","SVN","SGP",0.0517972780827394
"116","BHR","SGP",0.0205449790719962
"117","JOR","SGP",0.0125089270965651
"118","OMN","SGP",0.0450128662145183
"119","KEN","SGP",0.0338228908676074
"120","NGA","SGP",0.120767612968343
"121","MUS","SGP",0.0183733512649634
"122","MAR","SGP",0.0270675102216931
"123","TUN","SGP",0.0124596906473872
"124","BGD","SGP",0.0255080627718565
"125","LKA","SGP",0.032137432020607
"126","VNM","SGP",0.0415956547062135
"127","JAM","SGP",0.0341681220004982
"128","PAN","SGP",0.0122583317362225
"129","TTO","SGP",0.0850678562931503
"130","BWA","SGP",0.0344115722491926
"131","ZWE","SGP",0.127313583391974
"132","LBN","SGP",0.0423532238146147
"133","SWE","PRT",0.00450890722431285
"134","SGP","PRT",0.0298390668446845
"136","NZL","PRT",0.0245319794322171
"137","NOR","PRT",0.0307636870646307
"138","NLD","PRT",0.00380259890924162
"139","JPN","PRT",0.0901692444837071
"140","ITA","PRT",0.00751928424899084
"141","ISR","PRT",0.0687090181096627
"142","IRL","PRT",0.0293373730027244
"143","HKG","PRT",0.075217119072251
"144","GBR","PRT",0.0169269135646731
"145","FRA","PRT",0.00781090241767712
"146","FIN","PRT",0.00423547038724159
"147","ESP","PRT",0.0157478970610614
"148","DNK","PRT",0.0046166188552641
"149","DEU","PRT",0.0143220710915273
"150","CHE","PRT",0.0293364684685761
"151","CAN","PRT",0.0136840751597542
"152","BEL","PRT",0.00391787641436647
"153","AUT","PRT",0.00336608391414334
"154","AUS","PRT",0.0214778066862849
"155","ZAF","PRT",0.0411853841558646
"156","TUR","PRT",0.0636504448424615
"157","THA","PRT",0.0140433614804886
"158","SAU","PRT",0.0242902442228057
"159","RUS","PRT",0.162971586200032
"160","POL","PRT",0.0462851560141073
"161","PHL","PRT",0.0373074124725405
"162","PER","PRT",0.0182118444663265
"163","PAK","PRT",0.0103914140158878
"164","MYS","PRT",0.0166817431626721
"165","MEX","PRT",0.0539246041987464
"166","KWT","PRT",0.0710811096093469
"167","KOR","PRT",0.0175638438119957
"168","IND","PRT",0.0288870311877663
"169","IDN","PRT",0.0531301849338109
"170","HUN","PRT",0.0608419245998554
"171","EGY","PRT",0.103385970532913
"172","CZE","PRT",0.064423208552165
"173","COL","PRT",0.0234666270466457
"174","CHN","PRT",0.0725843180353248
"175","CHL","PRT",0.0323589721174451
"176","BRA","PRT",0.0487597184960918
"177","ARG","PRT",0.143962681163117
"178","ISL","PRT",0.0212532619350138
"179","KAZ","PRT",0.145188594151867
"180","ROU","PRT",0.153613524407864
"181","SVN","PRT",0.0249334101407781
"182","BHR","PRT",0.012656522546495
"183","JOR","PRT",0.0224547716877594
"184","OMN","PRT",0.0345709862179505
"185","KEN","PRT",0.027000660996926
"186","NGA","PRT",0.108748192375183
"187","MUS","PRT",0.0131195100145806
"188","MAR","PRT",0.00479280812616856
"189","TUN","PRT",0.0208121474802874
"190","BGD","PRT",0.0483757735343318
"191","LKA","PRT",0.0211631528572552
"192","VNM","PRT",0.0299540612120329
"193","JAM","PRT",0.0599693497950373
"194","PAN","PRT",0.0401145469136415
"195","TTO","PRT",0.0631758143264314
"196","BWA","PRT",0.0115991236025286
"197","ZWE","PRT",0.154369587475367
"198","LBN","PRT",0.0700966750705883
"199","SWE","NZL",0.0278444357817307
"200","SGP","NZL",0.0543710462769016
"201","PRT","NZL",0.0245319794322171
"203","NOR","NZL",0.020991591222994
"204","NLD","NZL",0.0248736300818649
"205","JPN","NZL",0.114450236212965
"206","ITA","NZL",0.0309624748490662
"207","ISR","NZL",0.0932409975418799
"208","IRL","NZL",0.00660629099360299
"209","HKG","NZL",0.0997490985044682
"210","GBR","NZL",0.041413819565738
"211","FRA","NZL",0.032179840300315
"212","FIN","NZL",0.0225779872846978
"213","ESP","NZL",0.0104012457689284
"214","DNK","NZL",0.0224628298935317
"215","DEU","NZL",0.0384976360340081
"216","CHE","NZL",0.0483628520870755
"217","CAN","NZL",0.0215931458034083
"218","BEL","NZL",0.0275484221976427
"219","AUT","NZL",0.0271703581336323
"220","AUS","NZL",0.0240189815145494
"221","ZAF","NZL",0.0226645331188871
"222","TUR","NZL",0.0504356413599286
"223","THA","NZL",0.028219181511856
"224","SAU","NZL",0.0189699802050246
"225","RUS","NZL",0.150516443147901
"226","POL","NZL",0.0396684121201382
"227","PHL","NZL",0.0618393919047576
"228","PER","NZL",0.0427438238985436
"229","PAK","NZL",0.034923393448105
"230","MYS","NZL",0.0229795625715158
"231","MEX","NZL",0.0784565836309635
