"","Var1","Var2","value"
"2","SGP","SWE",0.0509613718314831
"3","PRT","SWE",0.0247889515736912
"4","NZL","SWE",0.00369413425099224
"5","NOR","SWE",0.0213837610924459
"6","NLD","SWE",0.0125370220352608
"7","JPN","SWE",0.0151206350153023
"8","ITA","SWE",0.0449129334940205
"9","ISR","SWE",0.0114662401543053
"10","IRL","SWE",0.0501610420028331
"11","HKG","SWE",0.0429982126172332
"12","GBR","SWE",0.0134352306686137
"13","FRA","SWE",0.0169545798344278
"14","FIN","SWE",0.0167135487296923
"15","ESP","SWE",0.0275342508629284
"16","DNK","SWE",0.0182960050360208
"17","DEU","SWE",0.00582785220938614
"18","CHE","SWE",0.00998045713556883
"19","CAN","SWE",0.00691543682620804
"20","BEL","SWE",0.0108348298775087
"21","AUT","SWE",0.00995895377914102
"22","AUS","SWE",0.00442950135714104
"23","ZAF","SWE",0.00877648474841619
"24","TUR","SWE",0.0638494511414769
"25","THA","SWE",0.0477954719802247
"26","SAU","SWE",0.00757605079981172
"27","RUS","SWE",0.048837253460483
"28","POL","SWE",0.0646055221879195
"29","PHL","SWE",0.0649674515699954
"30","PER","SWE",0.0791968527804688
"31","PAK","SWE",0.0153937986383428
"32","MYS","SWE",0.0502000920793239
"33","MEX","SWE",0.0162181237731542
"34","KWT","SWE",0.0679811356982357
"35","KOR","SWE",0.049577857090523
"36","IND","SWE",0.0991916127175182
"37","IDN","SWE",0.0709009571154821
"38","HUN","SWE",0.0197317505426665
"39","GRC","SWE",0.0673853554018251
"40","EGY","SWE",0.0292687492061621
"41","CZE","SWE",0.0241408423127061
"42","COL","SWE",0.0444329929548924
"43","CHN","SWE",0.169745904096395
"44","CHL","SWE",0.0381963278342996
"45","BRA","SWE",0.0176550376362026
"46","ARG","SWE",0.0267406154907376
"47","ARE","SWE",0.130532296860327
"48","HRV","SWE",0.0103935180271002
"49","EST","SWE",0.0406542986169603
"50","ISL","SWE",0.00723079664544179
"51","LTU","SWE",0.0758834321863378
"52","KAZ","SWE",0.0763357983072046
"53","ROU","SWE",0.0703575501159541
"54","SRB","SWE",0.0498647102356485
"55","SVN","SWE",0.00927440284848519
"56","BHR","SWE",0.0382454477902819
"57","JOR","SWE",0.0323797571222856
"58","OMN","SWE",0.0525596561230683
"59","KEN","SWE",0.0306580272380061
"60","NGA","SWE",0.0509121811325053
"61","MUS","SWE",0.0605082772991739
"62","MAR","SWE",0.0440583589381304
"63","TUN","SWE",0.0262518085157099
"64","BGD","SWE",0.0898847441287692
"65","LKA","SWE",0.0937732434081204
"66","VNM","SWE",0.0953131520965404
"67","JAM","SWE",0.0365919880372073
"68","PAN","SWE",0.0937905087880239
"69","TTO","SWE",0.0356588929926923
"70","BWA","SWE",0.0386680316893272
"71","ZWE","SWE",0.0658537119117368
"72","LBN","SWE",0.026324204843605
"73","PSE","SWE",0.0489430494534707
"74","SWE","SGP",0.0509613718314831
"76","PRT","SGP",0.0757503234051742
"77","NZL","SGP",0.0523837623444049
"78","NOR","SGP",0.072345132923929
"79","NLD","SGP",0.0634983938667439
"80","JPN","SGP",0.0633767061808388
"81","ITA","SGP",0.0958743053255036
"82","ISR","SGP",0.0399910552074043
"83","IRL","SGP",0.0340326622413197
"84","HKG","SGP",0.0102437350552571
"85","GBR","SGP",0.0643966025000968
"86","FRA","SGP",0.0675754325859404
"87","FIN","SGP",0.0676019333358706
"88","ESP","SGP",0.0784956226944115
"89","DNK","SGP",0.0692410272077861
"90","DEU","SGP",0.0472542026813609
"91","CHE","SGP",0.0608643596671094
"92","CAN","SGP",0.0475395271766082
"93","BEL","SGP",0.0617962017089917
"94","AUT","SGP",0.0603904989871322
"95","AUS","SGP",0.0488369835034411
"96","ZAF","SGP",0.0516506132545405
"97","TUR","SGP",0.0163321033876174
"98","THA","SGP",0.00316589985125842
"99","SAU","SGP",0.0536830506489626
"100","RUS","SGP",0.019045420010721
"101","POL","SGP",0.0170734165823584
"102","PHL","SGP",0.0214536781571608
"103","PER","SGP",0.0319550256992159
"104","PAK","SGP",0.0385018534144513
"105","MYS","SGP",0.00667388368863001
"106","MEX","SGP",0.0637067042523715
"107","KWT","SGP",0.118942507529719
"108","KOR","SGP",0.00272118733380655
"109","IND","SGP",0.0515072762747978
"110","IDN","SGP",0.0221328892246542
"111","HUN","SGP",0.0384983772516485
"112","GRC","SGP",0.117289253453355
"113","EGY","SGP",0.0282072052103771
"114","CZE","SGP",0.0313011825608197
"115","COL","SGP",0.00832144048476502
"116","CHN","SGP",0.119403504072959
"117","CHL","SGP",0.0138902588200801
"118","BRA","SGP",0.0422118273059354
"119","ARG","SGP",0.0399574358878723
"120","ARE","SGP",0.174820389869163
"121","HRV","SGP",0.0537882769405144
"122","EST","SGP",0.0181090692156851
"123","ISL","SGP",0.0530053230399024
"124","LTU","SGP",0.0318506352169654
"125","KAZ","SGP",0.0321612366458878
"126","ROU","SGP",0.025458822771727
"127","SRB","SGP",0.0091806286273024
"128","SVN","SGP",0.0510860644746005
"129","BHR","SGP",0.0859219579142596
"130","JOR","SGP",0.0805009184702202
"131","OMN","SGP",0.102463554174598
"132","KEN","SGP",0.0242286344436794
"133","NGA","SGP",0.0193225449349238
"134","MUS","SGP",0.0119715011541827
"135","MAR","SGP",0.00976961560466094
"136","TUN","SGP",0.0320699405996485
"137","BGD","SGP",0.0425660993100965
"138","LKA","SGP",0.0438693453565906
"139","VNM","SGP",0.0463441510207573
"140","JAM","SGP",0.0875533598686903
"141","PAN","SGP",0.0440643507547954
"142","TTO","SGP",0.045192798838719
"143","BWA","SGP",0.014821007939825
"144","ZWE","SGP",0.0998764875895961
"145","LBN","SGP",0.0664501250059207
"146","PSE","SGP",0.0101347117668427
"147","SWE","PRT",0.0247889515736912
"148","SGP","PRT",0.0757503234051742
"150","NZL","PRT",0.0247183737107542
"151","NOR","PRT",0.00653714584217771
"152","NLD","PRT",0.0136280583178389
"153","JPN","PRT",0.0138824950696524
"154","ITA","PRT",0.0206314093231539
"155","ISR","PRT",0.03575926819777
"156","IRL","PRT",0.0619665835725309
"157","HKG","PRT",0.0666597620597884
"158","GBR","PRT",0.0129843334773486
"159","FRA","PRT",0.00903942167877847
"160","FIN","PRT",0.0145647450276262
"161","ESP","PRT",0.00395237633407158
"162","DNK","PRT",0.00851857535440426
"163","DEU","PRT",0.029703536087939
"164","CHE","PRT",0.0152422163811264
"165","CAN","PRT",0.0300070660514329
